Age,Income,Family,CCAvg,Mortgage,Online,CreditCard,Education,Loan
43,83,3,0.5,0,NO,1,Professional,0
46,73,1,0.8,117,NO,0,Professional,0
50,42,4,1.1,151,YES,0,Grad,0
52,34,2,0.7,114,YES,1,Grad,0
27,32,3,1,0,NO,0,Grad,0
34,68,1,2.8,0,YES,0,Undergrad,0
49,82,1,2.9,267,YES,0,Undergrad,0
52,19,2,0.7,0,NO,1,Grad,0
37,60,2,2.8,181,NO,1,Undergrad,0
53,192,1,1.7,601,YES,0,Undergrad,0
54,119,3,2,0,NO,0,Undergrad,1
29,190,2,4.5,0,YES,0,Undergrad,0
35,34,1,1.5,0,NO,0,Grad,0
32,44,4,0.2,0,YES,1,Undergrad,0
38,23,4,0.2,0,YES,0,Professional,0
44,171,4,0.7,567,YES,1,Undergrad,1
44,43,1,0.3,0,NO,1,Professional,0
48,139,1,0,0,YES,1,Undergrad,0
46,118,1,5.7,0,YES,1,Undergrad,0
35,113,3,0.8,0,YES,0,Professional,1
56,98,3,3.9,0,NO,0,Professional,1
49,70,1,2.9,0,NO,1,Undergrad,0
57,42,2,2.1,0,YES,0,Professional,0
35,143,1,8.6,0,YES,1,Undergrad,0
44,185,3,2.7,0,YES,0,Undergrad,1
38,28,4,0.4,100,YES,0,Grad,0
57,45,3,1.5,181,YES,1,Undergrad,0
35,78,1,2.6,0,NO,0,Grad,0
29,121,2,1.3,0,NO,0,Undergrad,0
58,59,1,1.6,0,YES,0,Undergrad,0
40,64,4,2.67,0,YES,0,Undergrad,0
51,15,2,0,114,YES,0,Undergrad,0
61,10,1,0.1,0,NO,0,Undergrad,0
46,61,2,0.4,0,NO,0,Professional,0
55,50,4,1.5,0,YES,0,Undergrad,0
35,79,4,2.1,0,YES,0,Professional,0
60,35,1,0.2,0,YES,0,Undergrad,0
28,11,4,0.5,0,NO,0,Professional,0
43,128,1,4.7,0,YES,0,Undergrad,0
61,55,3,0.9,0,YES,1,Professional,0
48,79,3,0.7,0,YES,0,Grad,0
65,18,2,0.4,0,YES,1,Undergrad,0
45,91,2,1.7,0,YES,0,Grad,0
36,9,4,0.2,0,NO,1,Professional,0
45,62,2,2.2,0,YES,0,Professional,0
60,59,1,1.6,231,YES,0,Undergrad,0
47,25,1,0.1,148,YES,0,Undergrad,0
32,54,4,1.3,0,YES,0,Undergrad,0
48,112,1,5.1,86,YES,0,Grad,1
33,125,1,0,0,YES,1,Undergrad,0
49,194,4,8.3,0,NO,1,Grad,1
56,161,1,5.8,0,NO,0,Professional,1
59,35,1,0.2,171,NO,0,Undergrad,0
56,113,2,2.7,352,NO,1,Undergrad,0
30,25,2,0.3,0,NO,0,Grad,0
59,45,3,2,0,YES,0,Professional,0
38,119,2,7.8,221,NO,0,Undergrad,0
47,30,4,0.4,115,YES,1,Grad,0
54,79,4,3.8,0,YES,0,Grad,0
34,178,1,0.8,0,NO,0,Professional,1
41,23,2,0.3,118,NO,0,Grad,0
47,171,2,1.4,284,YES,1,Undergrad,0
44,74,4,1.9,0,NO,0,Professional,0
43,103,3,1,180,YES,1,Undergrad,0
31,99,1,4,0,YES,0,Undergrad,0
28,43,4,1.3,0,YES,1,Professional,0
55,23,4,0.4,88,NO,0,Professional,0
42,91,1,0.1,199,YES,1,Grad,0
53,93,1,2.7,256,YES,0,Grad,0
30,154,1,6,0,NO,0,Undergrad,0
65,21,3,0.1,0,NO,1,Professional,0
43,65,2,2.2,0,YES,0,Professional,0
56,15,1,0.1,0,YES,0,Grad,0
25,52,3,2.6,159,NO,0,Professional,0
35,30,3,1.3,0,YES,1,Undergrad,0
50,42,1,1.6,0,YES,0,Grad,0
36,20,4,0.3,97,YES,0,Undergrad,0
34,60,4,2.2,0,NO,1,Grad,0
32,54,4,1.8,167,NO,0,Professional,0
51,60,4,2.6,97,YES,0,Undergrad,0
52,41,3,1,0,YES,0,Grad,0
65,30,3,0.7,0,YES,1,Grad,0
51,21,2,1,0,YES,0,Grad,0
37,105,1,0.8,0,NO,1,Grad,0
35,65,3,2.8,240,YES,0,Undergrad,0
67,20,2,0.4,80,NO,0,Undergrad,0
30,179,3,4.9,142,YES,0,Undergrad,1
62,161,1,2.9,0,YES,1,Undergrad,0
42,82,1,3.7,0,YES,0,Professional,0
48,43,1,1.2,112,YES,0,Grad,0
61,61,2,2.8,0,NO,0,Undergrad,0
36,90,4,1.8,0,NO,0,Professional,0
48,90,1,2.6,334,YES,0,Grad,0
65,21,2,0.4,0,NO,0,Undergrad,0
25,118,1,5.4,0,YES,1,Undergrad,0
55,44,2,2,0,YES,0,Grad,0
63,110,1,4.1,0,NO,0,Professional,1
31,99,4,1.8,268,NO,0,Grad,0
43,98,3,1.1,0,NO,0,Undergrad,0
28,69,3,0.7,80,YES,0,Grad,0
37,82,3,0.9,218,YES,1,Grad,0
27,112,3,2.5,389,YES,0,Undergrad,0
62,123,1,2.9,0,NO,0,Undergrad,0
51,78,1,2.67,0,YES,0,Grad,0
56,59,3,0.8,159,YES,0,Undergrad,0
56,78,3,1.7,0,NO,0,Grad,0
44,49,4,1.9,89,YES,0,Professional,0
46,82,3,2.67,0,NO,0,Grad,0
56,125,3,0.6,342,YES,1,Undergrad,1
56,185,1,2.9,0,NO,0,Undergrad,0
57,163,1,7.4,0,YES,0,Undergrad,0
31,19,4,1.1,104,YES,1,Professional,0
65,115,4,1.7,0,NO,0,Grad,0
31,81,2,2,0,YES,1,Grad,0
36,93,1,2.8,0,YES,0,Professional,0
56,111,4,0.3,372,YES,0,Undergrad,1
52,184,1,8.1,0,NO,0,Undergrad,0
42,50,4,2.2,0,NO,0,Grad,0
55,55,3,1.7,0,NO,1,Undergrad,0
49,13,1,0.4,101,NO,0,Professional,0
51,29,4,0.1,0,YES,1,Undergrad,0
26,72,4,2.6,0,YES,0,Undergrad,0
32,83,1,2.6,0,NO,1,Grad,0
54,98,1,0.1,0,NO,0,Professional,0
50,43,4,0.1,0,YES,0,Undergrad,0
59,34,1,0.2,0,YES,0,Undergrad,0
61,10,4,0.4,0,YES,0,Grad,0
43,201,2,6.67,0,YES,0,Undergrad,0
39,85,3,1.2,107,YES,1,Professional,0
56,50,3,1.4,0,NO,0,Professional,0
38,91,2,0,0,YES,0,Undergrad,0
25,112,2,2,241,YES,0,Undergrad,0
42,98,2,0.4,275,YES,0,Undergrad,0
42,115,1,0.3,0,NO,0,Undergrad,0
50,22,4,0.5,112,YES,0,Grad,0
56,101,3,1.7,0,NO,1,Grad,0
43,83,2,3.8,112,NO,0,Professional,0
60,52,3,0.5,0,NO,0,Grad,0
42,191,3,4.8,0,YES,0,Grad,1
57,134,4,0.9,198,YES,0,Undergrad,1
48,54,1,1.6,186,YES,0,Grad,0
37,69,3,2.1,0,NO,0,Undergrad,0
57,64,3,1.6,0,YES,0,Professional,0
62,53,4,1.67,142,NO,0,Professional,0
39,118,2,6,246,YES,1,Professional,1
38,19,2,1.4,120,NO,1,Grad,0
54,31,2,0.4,0,NO,0,Professional,0
45,63,1,0.8,245,YES,1,Professional,0
39,25,1,1.4,0,NO,0,Professional,0
45,22,1,0.2,0,YES,0,Undergrad,0
62,78,1,1.8,0,NO,0,Professional,0
43,81,1,0.3,218,YES,0,Undergrad,0
30,41,1,2.4,0,YES,0,Grad,0
35,62,3,2.3,0,NO,0,Undergrad,0
58,35,1,1.2,0,YES,0,Professional,0
44,30,1,0.6,0,YES,0,Professional,0
56,51,3,1,0,YES,0,Grad,0
28,140,2,2,0,YES,0,Undergrad,0
64,73,3,2.4,185,NO,0,Undergrad,0
63,40,4,1.2,0,YES,0,Grad,0
44,69,1,0.8,0,YES,1,Professional,0
34,191,1,4.8,0,YES,1,Professional,1
50,82,3,3,0,YES,0,Grad,0
51,181,1,3.3,589,YES,0,Professional,1
30,38,1,1.9,0,YES,0,Professional,0
55,23,2,0.2,0,YES,0,Undergrad,0
57,55,1,1.8,0,YES,0,Professional,0
43,58,2,3.2,0,YES,0,Undergrad,0
61,29,2,0.5,0,YES,0,Grad,0
49,39,4,2.6,0,NO,0,Undergrad,0
52,39,3,1.9,83,YES,1,Grad,0
57,30,3,1.5,151,YES,0,Undergrad,0
53,58,4,2,0,YES,1,Professional,0
52,62,1,1.8,231,YES,0,Professional,0
39,62,4,2.4,86,NO,0,Undergrad,0
58,19,1,1.2,0,NO,0,Professional,0
36,38,1,1.5,0,NO,0,Grad,0
45,84,4,2,0,YES,1,Professional,0
30,78,1,2.6,0,YES,0,Grad,0
49,22,4,0.2,83,YES,0,Undergrad,0
44,81,4,2,277,YES,0,Professional,0
43,32,3,0.5,0,YES,0,Grad,0
42,89,4,0.8,184,NO,0,Undergrad,0
29,121,2,3.3,0,YES,0,Undergrad,0
28,42,1,1.5,0,YES,1,Undergrad,0
50,130,1,1,0,NO,0,Undergrad,0
44,30,4,0,0,YES,0,Grad,0
52,114,1,4.9,0,NO,0,Undergrad,0
28,155,1,6.33,0,NO,0,Undergrad,0
62,50,2,1.1,0,NO,1,Undergrad,0
34,34,1,1.5,111,NO,1,Grad,0
45,94,3,0.5,0,YES,0,Professional,0
52,114,2,2.4,0,NO,0,Grad,0
43,89,3,0.5,108,NO,1,Professional,0
54,49,1,1.4,0,YES,0,Professional,0
64,115,1,2,0,YES,1,Undergrad,0
27,148,1,1.5,397,YES,1,Undergrad,0
42,72,4,1.1,203,NO,1,Grad,0
28,114,4,2.1,0,YES,0,Professional,0
47,11,2,0,78,NO,0,Undergrad,0
39,63,4,0.2,242,NO,0,Professional,0
29,113,2,0.2,0,YES,1,Undergrad,0
39,80,2,1.8,0,YES,0,Undergrad,0
41,54,3,0.5,0,YES,1,Professional,0
37,32,2,1.4,0,YES,0,Professional,0
41,11,1,1,0,NO,0,Undergrad,0
45,141,1,2.4,0,YES,0,Undergrad,0
52,84,3,3,0,YES,0,Grad,0
58,18,3,0.1,110,YES,0,Grad,0
31,20,2,0.3,0,NO,0,Undergrad,0
26,55,4,1.7,175,YES,0,Grad,0
31,31,4,0.4,79,NO,0,Grad,0
42,114,2,0.4,0,NO,0,Undergrad,0
56,52,3,2,0,YES,1,Grad,0
52,18,1,0.3,120,YES,0,Undergrad,0
59,55,1,1.8,0,NO,0,Professional,0
32,29,1,0.2,76,YES,1,Professional,0
46,30,3,0.5,0,NO,0,Undergrad,0
52,38,2,0.8,0,NO,1,Undergrad,0
30,122,2,3.1,0,NO,0,Undergrad,0
32,183,1,6,0,NO,0,Undergrad,0
35,41,1,2.4,0,NO,0,Grad,0
49,38,1,1.4,0,NO,0,Professional,0
54,61,1,1.8,0,YES,0,Professional,0
56,103,3,4,0,NO,0,Professional,1
48,80,2,2.4,0,YES,0,Grad,0
28,22,1,0.1,0,YES,0,Grad,0
44,128,2,3.25,0,NO,1,Grad,1
30,142,3,4.2,359,NO,0,Undergrad,1
44,124,1,4.7,0,YES,1,Undergrad,0
30,44,1,1.9,143,NO,0,Professional,0
47,170,2,6.5,0,YES,1,Grad,1
64,75,4,0.1,0,YES,1,Grad,0
48,78,3,2,0,YES,1,Grad,0
63,31,1,1.1,125,YES,0,Professional,0
25,99,1,1.9,323,NO,0,Undergrad,0
61,41,2,1.5,0,NO,0,Undergrad,0
46,39,4,0,0,YES,0,Grad,0
57,51,1,1.4,0,YES,1,Undergrad,0
40,52,3,0.8,113,YES,0,Professional,0
49,169,3,5.67,167,NO,1,Professional,1
30,141,1,0.8,0,YES,0,Undergrad,0
41,93,4,0.8,218,NO,0,Undergrad,0
42,14,3,1,0,NO,0,Grad,0
63,160,2,2.1,0,YES,1,Undergrad,0
43,44,1,0.2,0,YES,0,Undergrad,0
59,33,3,0.2,0,NO,0,Undergrad,0
46,103,4,4.8,0,YES,0,Professional,1
33,71,4,1.8,236,NO,0,Professional,0
55,55,1,0.2,151,YES,0,Undergrad,0
36,113,4,0.2,0,NO,0,Undergrad,1
47,79,3,2,185,NO,0,Grad,0
59,80,2,0.7,0,YES,0,Grad,0
38,179,2,0,380,NO,0,Undergrad,0
42,9,2,0,0,NO,0,Professional,0
30,61,4,2,0,YES,0,Grad,0
63,111,2,3.9,207,YES,1,Undergrad,0
60,80,3,0.5,0,YES,0,Undergrad,0
62,32,3,0.2,0,NO,1,Undergrad,0
49,83,1,0.3,0,YES,1,Undergrad,0
59,91,4,1.9,329,NO,0,Grad,0
36,29,4,1,0,YES,1,Undergrad,0
46,19,3,0.67,0,YES,0,Grad,0
35,52,2,1,0,NO,1,Grad,0
50,150,1,7.3,0,YES,1,Undergrad,0
51,32,2,0.4,0,YES,0,Professional,0
41,91,3,0.5,0,NO,0,Professional,0
45,180,3,8.5,535,NO,0,Grad,1
41,121,1,0.3,0,YES,0,Undergrad,0
57,25,2,0.2,0,YES,1,Professional,0
51,102,1,0.3,0,YES,0,Undergrad,0
52,44,4,0.9,107,YES,0,Grad,0
43,161,3,8,0,YES,1,Grad,1
63,134,3,4,0,NO,1,Grad,1
28,43,1,1.8,0,YES,1,Grad,0
43,94,4,1.1,0,YES,0,Grad,0
41,29,2,0.8,98,NO,0,Professional,0
34,38,4,0.2,0,NO,0,Undergrad,0
28,120,1,0.8,170,NO,0,Undergrad,0
58,85,2,2,161,YES,1,Undergrad,0
39,89,2,1.9,0,NO,0,Undergrad,0
49,25,1,1.4,0,YES,0,Professional,0
33,20,3,1.3,83,NO,1,Undergrad,0
37,125,2,3.9,0,YES,1,Undergrad,0
33,18,1,0.6,0,NO,0,Professional,0
28,173,2,6.7,222,YES,0,Undergrad,0
54,34,4,0.1,0,YES,1,Professional,0
63,159,4,4.9,111,NO,0,Grad,1
57,55,3,2.5,219,YES,1,Undergrad,0
56,32,2,0.4,0,YES,0,Professional,0
54,65,4,1.8,0,NO,1,Professional,0
29,83,3,1.5,0,YES,1,Undergrad,0
41,30,2,1.4,0,NO,1,Grad,0
58,180,1,2.9,0,NO,1,Undergrad,0
61,13,2,0.3,0,YES,0,Professional,0
30,35,4,0.8,0,YES,1,Undergrad,0
62,95,3,0.5,0,NO,0,Undergrad,0
52,83,1,0,0,YES,0,Undergrad,0
29,39,4,0.2,137,YES,1,Undergrad,0
46,54,1,0.7,154,YES,1,Professional,0
52,81,1,1.3,293,NO,1,Professional,0
40,53,4,2,0,NO,0,Professional,0
49,119,1,7.3,398,NO,0,Undergrad,0
34,160,4,8,0,NO,1,Professional,1
35,21,2,1,0,NO,0,Grad,0
26,40,1,1,0,YES,0,Professional,0
65,69,4,0.1,0,YES,0,Grad,0
52,45,1,1.3,0,NO,0,Grad,0
32,55,4,2,0,YES,0,Grad,0
31,38,1,0.2,0,YES,0,Professional,0
36,44,4,1,101,YES,0,Grad,0
50,45,3,0.6,117,YES,0,Grad,0
36,84,1,0.8,0,YES,1,Grad,0
51,188,2,6.9,343,YES,0,Grad,1
39,29,3,2,151,NO,0,Professional,0
53,95,1,2.7,0,YES,0,Grad,0
50,79,1,2.9,307,NO,1,Undergrad,0
31,41,1,2,0,YES,0,Grad,0
53,19,4,0.4,84,YES,0,Professional,0
48,75,4,3.6,0,YES,1,Professional,0
57,64,3,2.5,208,NO,1,Undergrad,0
47,174,4,3.2,0,NO,0,Professional,1
55,54,2,2.3,93,NO,0,Professional,0
37,14,3,0.1,113,YES,0,Grad,0
59,94,1,3.8,272,NO,0,Undergrad,0
53,10,2,0.4,0,NO,0,Undergrad,0
31,145,1,0.8,84,YES,0,Undergrad,0
35,203,1,10,0,NO,0,Professional,1
25,81,2,1.6,0,YES,1,Professional,0
37,153,2,6.5,0,YES,1,Undergrad,0
40,58,4,0.2,0,YES,0,Professional,0
31,49,4,1.8,0,YES,1,Professional,0
62,132,1,2.9,0,NO,0,Undergrad,0
41,85,4,0.2,229,NO,0,Professional,0
56,85,3,2.67,0,YES,0,Undergrad,0
47,178,1,6.5,0,NO,0,Professional,1
28,104,3,2.5,0,NO,0,Undergrad,0
60,40,1,1.6,0,YES,0,Undergrad,0
27,103,1,1.9,120,YES,0,Undergrad,0
57,25,2,1,0,YES,0,Undergrad,0
62,69,2,1.7,0,YES,0,Professional,0
57,30,3,1.4,0,NO,0,Undergrad,0
44,70,3,2.67,0,NO,0,Grad,0
31,15,3,0.9,0,YES,0,Professional,0
31,125,2,1.3,0,YES,1,Undergrad,0
39,50,3,0.5,0,NO,0,Professional,0
41,44,1,0.3,0,YES,0,Professional,0
41,38,4,2.2,180,NO,1,Grad,0
55,64,3,0.8,119,NO,1,Undergrad,0
28,9,1,0.1,0,YES,0,Grad,0
35,44,3,0.9,89,NO,0,Undergrad,0
44,93,4,0.8,101,YES,0,Undergrad,0
44,83,4,0.4,141,NO,0,Undergrad,0
40,179,2,0,0,NO,0,Undergrad,0
65,40,1,1.1,0,NO,0,Professional,0
35,58,4,0.7,232,NO,0,Professional,0
55,74,3,2.67,0,NO,1,Undergrad,0
55,15,1,0.2,0,NO,0,Undergrad,0
59,11,2,1,0,NO,1,Undergrad,0
39,41,1,2,176,YES,0,Grad,0
50,68,1,1.5,120,YES,1,Grad,0
45,28,1,0.75,0,NO,0,Professional,0
50,115,1,1.2,0,NO,1,Professional,1
65,83,4,0.1,247,YES,0,Grad,0
36,40,2,1.1,166,NO,0,Grad,0
57,113,1,0.1,0,YES,0,Professional,0
53,89,1,0.8,0,YES,0,Professional,0
28,38,4,1.6,0,NO,0,Undergrad,0
55,62,4,1.5,0,YES,0,Undergrad,0
56,65,3,1.7,109,NO,0,Undergrad,0
33,168,3,5.67,0,YES,0,Grad,1
57,40,3,1.7,0,YES,1,Undergrad,0
27,30,1,1,80,NO,0,Professional,0
27,20,4,1,0,NO,0,Undergrad,0
54,58,2,3.2,0,NO,0,Professional,0
48,150,1,7.3,193,NO,0,Undergrad,0
62,54,1,0.8,0,NO,1,Undergrad,0
41,19,2,0.3,105,NO,0,Grad,0
62,30,3,0.1,128,YES,0,Professional,0
40,123,1,5.2,0,YES,0,Undergrad,0
32,45,1,2.4,0,NO,0,Grad,0
62,154,1,2.9,0,YES,0,Undergrad,0
35,93,2,2.7,0,YES,1,Undergrad,0
25,71,4,0.2,78,NO,0,Undergrad,0
50,83,4,3.1,0,NO,1,Undergrad,1
61,99,1,4.8,255,NO,1,Professional,1
43,55,3,2.2,0,NO,0,Grad,0
52,38,4,0.9,95,YES,1,Grad,0
39,74,3,0.9,155,YES,0,Grad,0
33,69,4,1.8,0,YES,0,Professional,0
27,104,2,2.5,184,YES,0,Undergrad,0
27,38,4,1,154,YES,0,Professional,0
32,25,3,0.9,0,YES,1,Professional,0
65,162,1,1.3,0,YES,0,Undergrad,0
55,64,4,2.6,0,YES,0,Professional,0
52,30,2,0.7,0,YES,1,Grad,0
39,52,3,0.5,0,NO,1,Professional,0
35,42,1,1.5,0,YES,0,Professional,0
39,79,2,1.8,219,NO,0,Grad,0
34,34,1,1.7,164,NO,0,Undergrad,0
30,123,2,3.1,0,YES,0,Undergrad,0
37,160,2,3.3,0,NO,0,Undergrad,0
41,51,3,2.33,0,YES,0,Grad,0
31,108,1,4,0,YES,0,Undergrad,0
37,158,2,2.3,0,YES,1,Grad,1
49,68,1,1.5,0,NO,0,Grad,0
58,42,2,1.6,0,YES,0,Professional,0
45,32,1,0.75,105,YES,0,Professional,0
40,22,2,1.4,0,NO,0,Professional,0
34,29,2,2,0,YES,1,Professional,0
62,183,2,3.4,0,NO,0,Professional,1
54,69,1,1.6,0,YES,1,Professional,0
26,92,2,0.2,0,YES,0,Undergrad,0
54,40,2,1,0,NO,0,Professional,0
29,9,4,0.5,86,YES,1,Professional,0
48,128,1,0.6,0,YES,1,Undergrad,0
27,110,2,0.2,294,NO,1,Undergrad,0
42,171,2,8,0,YES,0,Undergrad,0
25,13,4,1,95,NO,1,Undergrad,0
45,25,2,0.1,102,YES,0,Professional,0
34,123,1,1.6,0,YES,0,Grad,1
51,33,4,0.2,83,YES,0,Undergrad,0
51,189,4,4.75,0,YES,0,Grad,1
60,34,1,0.3,0,YES,0,Professional,0
59,58,1,0,0,YES,0,Grad,0
49,51,1,1.3,98,NO,1,Grad,0
50,29,2,1.3,0,NO,0,Undergrad,0
41,111,2,0.4,0,NO,0,Undergrad,0
49,43,4,1.9,0,YES,0,Professional,0
50,130,1,0.6,311,NO,0,Undergrad,0
63,20,2,0.4,76,NO,0,Undergrad,0
63,101,2,2.8,0,NO,0,Undergrad,0
33,48,4,2.2,207,NO,0,Grad,0
38,180,1,2.8,158,YES,0,Professional,1
64,92,2,0,185,YES,0,Professional,0
36,33,3,0.9,0,NO,0,Undergrad,0
58,51,2,1.9,0,NO,0,Grad,0
39,31,2,1.4,94,YES,1,Grad,0
46,83,1,2.7,0,YES,0,Undergrad,0
61,45,1,0.8,0,NO,0,Undergrad,0
53,89,1,0.8,146,YES,1,Professional,0
28,193,3,4,0,YES,0,Grad,1
64,89,1,3.8,0,NO,0,Undergrad,0
48,162,4,3.3,446,YES,0,Grad,1
38,9,2,0.3,0,NO,0,Grad,0
52,58,4,2,223,YES,0,Professional,0
65,80,1,0.8,0,YES,0,Professional,0
59,73,2,1.7,0,YES,1,Professional,0
45,41,1,0.3,0,YES,0,Undergrad,0
53,74,3,2,0,NO,0,Grad,0
38,29,2,1.4,0,YES,0,Professional,0
54,25,4,0.4,115,NO,0,Professional,0
25,98,1,5.4,0,YES,0,Undergrad,0
61,59,4,1.7,0,YES,1,Grad,0
48,43,4,1.9,0,YES,0,Professional,0
46,72,4,1.4,149,YES,1,Grad,0
36,183,1,3,0,YES,1,Professional,1
46,134,1,5.7,146,YES,0,Undergrad,0
59,140,2,0.5,262,YES,0,Undergrad,0
59,39,1,1.8,0,YES,0,Professional,0
36,35,4,0.4,0,YES,0,Grad,0
63,141,2,6.9,0,YES,1,Undergrad,0
51,23,1,0.5,0,YES,0,Grad,0
30,134,1,0,0,YES,1,Undergrad,0
48,35,1,1.4,0,YES,0,Professional,0
55,42,4,2.5,0,NO,0,Undergrad,0
41,81,4,0.2,167,NO,0,Professional,0
26,14,4,0.4,94,YES,0,Undergrad,0
41,45,1,1.8,172,YES,0,Undergrad,0
54,79,3,1.7,150,YES,1,Grad,0
57,53,1,0.8,120,NO,0,Grad,0
54,33,2,0.7,0,NO,1,Grad,0
35,190,3,3.1,266,NO,0,Grad,1
60,60,1,2.5,103,NO,0,Professional,0
63,8,1,0.8,97,YES,0,Grad,0
41,38,3,1,150,YES,0,Grad,0
46,154,1,5,0,YES,0,Undergrad,0
31,54,4,2.2,0,NO,0,Grad,0
58,41,3,1.4,0,YES,0,Undergrad,0
59,25,2,0.3,75,YES,0,Undergrad,0
46,53,2,1.7,109,NO,0,Undergrad,0
33,79,1,0.1,0,YES,0,Undergrad,0
56,13,4,0.9,76,YES,1,Grad,0
47,130,2,1.4,0,NO,0,Undergrad,0
59,93,2,0.7,0,NO,0,Grad,0
24,82,3,0.8,0,YES,0,Undergrad,0
39,15,2,0.3,92,NO,0,Grad,0
30,150,4,5,0,YES,0,Grad,1
55,131,2,0.7,0,NO,1,Grad,1
47,28,3,1.5,0,YES,0,Undergrad,0
35,9,4,0.7,0,YES,0,Grad,0
47,88,4,1.4,0,NO,0,Grad,0
38,143,1,4.1,0,NO,0,Undergrad,0
38,168,2,1.3,0,NO,0,Professional,1
27,105,1,3,0,NO,0,Grad,1
42,62,3,2.1,0,YES,0,Professional,0
26,51,4,2.6,0,YES,0,Undergrad,0
60,101,3,4.4,0,YES,1,Undergrad,0
27,90,3,0.8,0,YES,0,Undergrad,0
27,83,4,2.1,0,YES,1,Professional,0
40,21,2,0,0,YES,0,Professional,0
40,115,1,3.4,0,YES,0,Undergrad,0
29,172,4,4.4,0,NO,0,Undergrad,1
30,32,2,1,0,NO,0,Grad,0
30,204,2,4.5,0,YES,0,Undergrad,0
47,34,4,0.6,0,YES,1,Undergrad,0
33,30,2,2,132,NO,0,Professional,0
57,31,3,1.3,0,YES,1,Grad,0
38,90,2,2.7,0,YES,1,Undergrad,0
54,79,4,2.6,0,NO,0,Professional,0
47,22,4,0.6,0,YES,1,Undergrad,0
48,114,1,2.4,0,YES,0,Professional,1
62,42,1,0.5,128,YES,0,Professional,0
30,29,1,0.2,90,YES,0,Professional,0
35,72,3,2.6,0,YES,0,Grad,0
59,68,1,1.8,95,NO,0,Professional,0
38,78,4,0.7,0,YES,0,Professional,0
47,90,1,2.7,323,NO,0,Undergrad,0
57,170,2,2.1,0,NO,0,Grad,1
42,14,2,0.1,0,YES,0,Grad,0
39,129,2,1.9,0,NO,0,Undergrad,0
53,39,3,1,87,YES,0,Professional,0
27,82,2,0.2,0,NO,1,Undergrad,0
59,31,3,0.4,0,YES,1,Grad,0
48,9,4,0.5,0,NO,1,Grad,0
62,15,3,0.1,91,NO,0,Professional,0
66,70,3,2.2,0,NO,0,Undergrad,0
38,84,4,0.7,0,NO,0,Professional,0
42,155,1,7,0,NO,1,Undergrad,0
47,89,2,0.8,0,YES,1,Professional,0
27,170,3,4.7,0,YES,0,Undergrad,1
32,185,2,6.7,0,YES,1,Undergrad,0
37,82,2,2.2,0,NO,0,Undergrad,0
56,60,3,1.7,0,YES,0,Undergrad,0
39,58,2,2.4,0,YES,0,Grad,0
36,29,1,1.33,81,YES,0,Undergrad,0
32,32,2,0.3,0,NO,0,Undergrad,0
62,115,4,3.4,0,YES,1,Grad,0
48,83,2,2.4,0,YES,0,Grad,0
58,54,3,0.3,0,YES,1,Grad,0
27,112,4,1.8,0,YES,0,Professional,0
52,182,2,1.4,0,YES,0,Grad,1
54,112,2,6.8,0,YES,0,Undergrad,0
31,129,3,5.9,319,NO,1,Professional,1
60,23,1,0.8,112,YES,0,Grad,0
34,198,2,3,422,YES,0,Undergrad,0
46,84,4,2,0,YES,0,Professional,0
41,39,3,0.5,0,NO,0,Professional,0
62,129,1,1.3,0,YES,0,Undergrad,0
31,113,2,2,315,NO,0,Grad,0
41,35,1,0.75,114,YES,0,Professional,0
55,85,1,0.1,0,NO,0,Professional,0
45,73,4,2.9,0,NO,0,Undergrad,0
51,70,1,0.8,0,YES,0,Professional,0
27,130,3,4.4,192,YES,0,Undergrad,1
30,39,1,1.5,0,YES,0,Undergrad,0
31,72,4,1.8,242,YES,1,Grad,0
61,68,4,2.3,0,NO,0,Professional,0
40,35,1,1.4,0,YES,1,Professional,0
45,61,3,0.7,0,YES,1,Undergrad,0
45,69,4,1.9,0,NO,0,Undergrad,0
37,59,1,3.6,0,NO,0,Grad,0
34,99,2,4.5,217,NO,0,Professional,0
43,201,1,10,0,NO,1,Grad,1
42,130,2,7.5,0,NO,1,Undergrad,0
56,72,3,2,0,NO,0,Grad,0
33,44,1,1.2,0,NO,0,Undergrad,0
36,91,1,1.5,289,YES,0,Professional,0
62,92,3,0.5,310,YES,0,Undergrad,0
58,55,1,0.8,168,YES,1,Undergrad,0
65,20,3,0.5,102,YES,1,Undergrad,0
65,89,1,4.1,299,YES,0,Undergrad,1
52,59,2,1.5,239,NO,1,Grad,0
64,8,3,0.1,87,NO,1,Professional,0
51,85,4,4.9,0,YES,1,Undergrad,0
59,94,1,4.3,76,YES,0,Undergrad,0
52,22,2,0.4,0,YES,1,Undergrad,0
55,74,2,3.2,0,YES,1,Professional,0
46,59,3,2.67,0,NO,0,Grad,0
61,12,4,0.6,0,YES,1,Grad,0
35,8,1,0.4,0,YES,0,Grad,0
56,74,3,1.6,0,YES,1,Professional,0
31,184,4,3.4,0,YES,1,Grad,1
44,34,4,0,0,NO,0,Grad,0
53,63,2,0.8,0,YES,0,Professional,0
36,123,2,5.6,0,YES,1,Grad,1
27,85,2,1.6,0,NO,0,Professional,0
36,109,3,0.5,0,YES,0,Professional,1
40,31,1,0.6,0,YES,0,Professional,0
39,61,2,2.4,90,YES,0,Grad,0
59,88,2,1.6,0,NO,1,Undergrad,0
43,22,2,0.3,0,NO,0,Grad,0
30,63,4,2.2,0,YES,0,Grad,0
